"OTU","Day","test","day","l2fc.threshold","log2FoldChange","p","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Rank7","Rank8","sparsity.threshold","p.adj"
"OTU.80",2,"less",2,0.25,-1.15497975447667,7.94870333267293e-06,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,NA,"0.3",NA
"OTU.81",2,"less",2,0.25,-0.917512809709058,0.0560525150098052,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae",NA,NA,NA,"0.3",NA
"OTU.86",2,"less",2,0.25,-1.1238801405593,0.0265602504112312,"Bacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","uncultured",NA,NA,NA,"0.3",NA
"OTU.87",2,"less",2,0.25,-2.12957334644156,0.00335540572961367,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA,NA,"0.3",NA
"OTU.85",2,"less",2,0.25,-0.387237348035388,0.0840258851317996,"Bacteria","Actinobacteria","Frankiales","uncultured","uncultured_actinobacterium",NA,NA,NA,"0.3",NA
"OTU.4062",2,"less",2,0.25,1.08746687676181,0.843158453103199,"Bacteria","Acidobacteria","Candidatus_Chloracidobacterium","uncultured_bacterium",NA,NA,NA,NA,"0.3",NA
"OTU.3334",2,"less",2,0.25,-0.585930550098497,0.10775909518086,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA,NA,"0.3",NA
"OTU.1798",2,"less",2,0.25,-0.401875094287524,0.154006997389123,"Bacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter","uncultured_bacterium",NA,NA,"0.3",NA
"OTU.1551",2,"less",2,0.25,-1.003562061871,0.0214526122302935,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium",NA,NA,"0.3",NA
"OTU.3209",2,"less",2,0.25,-1.23361852808926,0.0322991863010057,"Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","uncultured_bacterium",NA,"0.3",NA
"OTU.3539",2,"less",2,0.25,0.0615855333336484,0.407990255633895,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales",NA,NA,NA,NA,"0.3",NA
"OTU.838",2,"less",2,0.25,0.727835291284814,0.70828145883169,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,"0.3",NA
"OTU.529",2,"less",2,0.25,-1.63164045151682,0.00213253143248033,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter",NA,NA,"0.3",NA
"OTU.298",2,"less",2,0.25,-0.13311789442781,0.327822760797175,"Bacteria","Acidobacteria","Order_Incertae_Sedis","Family_Incertae_Sedis","Bryobacter","uncultured_bacterium",NA,NA,"0.3",NA
"OTU.295",2,"less",2,0.25,-0.188687293599856,0.282767591605702,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Craurococcus","uncultured_bacterium",NA,"0.3",NA
"OTU.290",2,"less",2,0.25,1.91073197317952,0.973081457048041,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","uncultured","uncultured_bacterium",NA,"0.3",NA
"OTU.630",2,"less",2,0.25,1.19178583395397,0.860233372910323,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Adhaeribacter","uncultured_Hymenobacter_group_bacterium",NA,"0.3",NA
"OTU.632",2,"less",2,0.25,0.0383311015492275,0.403937676176205,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae",NA,NA,NA,"0.3",NA
"OTU.643",2,"less",2,0.25,0.820266674218379,0.80443822625485,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA,NA,"0.3",NA
"OTU.645",2,"less",2,0.25,0.241534481325503,0.496058382921581,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales",NA,NA,NA,NA,"0.3",NA
"OTU.744",2,"less",2,0.25,0.629351202385052,0.682025858624901,"Bacteria","Verrucomicrobia","OPB35_soil_group","uncultured_bacterium",NA,NA,NA,NA,"0.3",NA
"OTU.746",2,"less",2,0.25,-0.734211086587413,0.109883682834554,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","0319-6M6","uncultured_bacterium",NA,NA,"0.3",NA
"OTU.395",2,"less",2,0.25,-0.340775265505352,0.246115232778844,"Bacteria","Chloroflexi","JG30-KF-CM66","uncultured_bacterium",NA,NA,NA,NA,"0.3",NA
"OTU.3153",2,"less",2,0.25,-0.917515258239648,0.0862325747456231,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","uncultured","uncultured_bacterium",NA,"0.3",NA
"OTU.2794",2,"less",2,0.25,2.10037876128134,0.987124370451824,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter",NA,NA,"0.3",NA
"OTU.2170",2,"less",2,0.25,0.656720807259534,0.694732014411363,"Bacteria","Acidobacteria","Candidatus_Chloracidobacterium","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,"0.3",NA
"OTU.2175",2,"less",2,0.25,1.05592275344001,0.975361119870291,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","uncultured_bacterium",NA,"0.3",NA
"OTU.2771",2,"less",2,0.25,1.48048279090432,0.977618178039442,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,NA,"0.3",NA
"OTU.9",2,"less",2,0.25,-0.68171969250368,0.0398544949951164,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum","Azospirillum_brasilense",NA,"0.3",NA
"OTU.8",2,"less",2,0.25,-0.582457731095968,0.00334911191257214,"Bacteria",NA,NA,NA,NA,NA,NA,NA,"0.3",NA
"OTU.1",2,"less",2,0.25,-0.0681023387165732,0.181703125671477,"Bacteria","Cyanobacteria","SubsectionIII","FamilyI","Microcoleus",NA,NA,NA,"0.3",NA
"OTU.3",2,"less",2,0.25,0.876436789968509,0.978818546600365,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA,NA,"0.3",NA
"OTU.4",2,"less",2,0.25,-0.654506978502437,0.00733235650262021,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","JG34-KF-161",NA,NA,NA,"0.3",NA
"OTU.7",2,"less",2,0.25,-1.17652358531822,0.000290995093208534,"Bacteria","Cyanobacteria","SubsectionIII","FamilyI",NA,NA,NA,NA,"0.3",NA
"OTU.6",2,"less",2,0.25,-0.079198542473506,0.348096192453781,"Bacteria","Cyanobacteria","SubsectionIII","FamilyI",NA,NA,NA,NA,"0.3",NA
"OTU.2946",2,"less",2,0.25,0.115063694795484,0.437459971758833,"Unassigned",NA,NA,NA,NA,NA,NA,NA,"0.3",NA
"OTU.4322",2,"less",2,0.25,-1.15753464305729,9.03113976885182e-05,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,NA,"0.3",NA
"OTU.807",2,"less",2,0.25,-1.13792210281134,0.0535144071394799,"Bacteria","Chloroflexi","AKIW781","uncultured_bacterium",NA,NA,NA,NA,"0.3",NA
"OTU.4220",2,"less",2,0.25,-0.348647134451744,0.0412951822763738,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",NA,NA,"0.3",NA
"OTU.91",2,"less",2,0.25,0.785941771651223,0.851923517909763,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","uncultured_bacterium",NA,"0.3",NA
"OTU.90",2,"less",2,0.25,-0.748847368226245,0.0845393459759889,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA,NA,"0.3",NA
"OTU.95",2,"less",2,0.25,0.40581231711332,0.619733918310908,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA,NA,"0.3",NA
"OTU.97",2,"less",2,0.25,0.69392969923011,0.784706056734021,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales",NA,NA,NA,NA,"0.3",NA
"OTU.96",2,"less",2,0.25,-1.92019246898497,8.87906232275603e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","uncultured_bacterium",NA,"0.3",NA
"OTU.1411",2,"less",2,0.25,-0.814376374848967,0.0366636500145678,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium","uncultured_bacterium",NA,"0.3",NA
"OTU.4136",2,"less",2,0.25,-0.0102043884922933,0.280529734429764,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","uncultured_bacterium",NA,"0.3",NA
"OTU.103",2,"less",2,0.25,-0.916726964728763,0.0036513869797156,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium","uncultured_bacterium",NA,"0.3",NA
"OTU.823",2,"less",2,0.25,0.514644597723024,0.624273802438179,"Bacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Quadrisphaera",NA,NA,NA,"0.3",NA
"OTU.3232",2,"less",2,0.25,-0.767120439442055,0.113607983674757,"Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45",NA,NA,NA,NA,"0.3",NA
"OTU.3118",2,"less",2,0.25,-0.34846083227316,0.211699704317344,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Craurococcus","uncultured_bacterium",NA,"0.3",NA
"OTU.2015",2,"less",2,0.25,-0.834743199738232,0.0937556450825807,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum","Azospirillum_brasilense",NA,"0.3",NA
"OTU.511",2,"less",2,0.25,0.519636185798765,0.626232408362523,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA,NA,"0.3",NA
"OTU.513",2,"less",2,0.25,-2.01945509715086,0.00165571144982364,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","CL500-29_marine_group","uncultured_bacterium",NA,"0.3",NA
"OTU.516",2,"less",2,0.25,-0.140698665841544,0.327639249976148,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","TM214","uncultured_bacterium",NA,NA,"0.3",NA
"OTU.198",2,"less",2,0.25,0.379108173923241,0.562713881452391,"Bacteria","Cyanobacteria","SubsectionIII","FamilyI",NA,NA,NA,NA,"0.3",NA
"OTU.195",2,"less",2,0.25,-0.283848487706168,0.218137090779164,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","uncultured",NA,NA,"0.3",NA
"OTU.194",2,"less",2,0.25,-0.532162395270896,0.180654145973329,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured","uncultured_bacterium",NA,"0.3",NA
"OTU.197",2,"less",2,0.25,-1.40697288723257,0.0153533231065919,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Candidatus_Alysiosphaera","uncultured_bacterium",NA,NA,"0.3",NA
"OTU.196",2,"less",2,0.25,-0.616460350208753,0.0513041175473189,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA,NA,"0.3",NA
"OTU.190",2,"less",2,0.25,-0.893776565753463,0.0998088413671867,"Bacteria","Armatimonadetes","uncultured_bacterium",NA,NA,NA,NA,NA,"0.3",NA
"OTU.193",2,"less",2,0.25,0.728537274965076,0.778600000300767,"Bacteria","Acidobacteria","Holophagae","iii1-8","uncultured_Acidobacteria_bacterium",NA,NA,NA,"0.3",NA
"OTU.359",2,"less",2,0.25,0.590041734643403,0.654360715112985,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","uncultured_bacterium",NA,"0.3",NA
"OTU.358",2,"less",2,0.25,0.600682339314183,0.679138250567065,"Bacteria","Chloroflexi","AKIW781","uncultured_bacterium",NA,NA,NA,NA,"0.3",NA
"OTU.356",2,"less",2,0.25,-1.87310597880047,0.00324815351016719,"Bacteria","Chloroflexi","TK10","uncultured_bacterium",NA,NA,NA,NA,"0.3",NA
"OTU.354",2,"less",2,0.25,-0.564361761422085,0.142422773332805,"Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45","uncultured_bacterium",NA,NA,NA,"0.3",NA
"OTU.177",2,"less",2,0.25,-0.423899741744619,0.128426917313204,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseococcus",NA,NA,"0.3",NA
"OTU.176",2,"less",2,0.25,1.22441913768783,0.968644623006783,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA,NA,"0.3",NA
"OTU.174",2,"less",2,0.25,-0.720434815392924,0.108689272192486,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA,NA,"0.3",NA
"OTU.172",2,"less",2,0.25,-0.780628404466215,0.0316474723090584,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum","uncultured_bacterium",NA,"0.3",NA
"OTU.171",2,"less",2,0.25,0.235530718525648,0.49149160902143,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","TM214","uncultured_bacterium",NA,NA,"0.3",NA
"OTU.170",2,"less",2,0.25,-0.937540009810805,0.046672611999594,"Bacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium",NA,NA,NA,"0.3",NA
"OTU.179",2,"less",2,0.25,-1.81366837257778,0.00465339458535481,"Bacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae",NA,NA,NA,NA,"0.3",NA
"OTU.178",2,"less",2,0.25,-2.46961739440427,8.01351017440903e-11,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sorangiineae","Polyangiaceae","Byssovorax","uncultured_bacterium","0.3",NA
"OTU.3168",2,"less",2,0.25,-1.24590239706781,0.0265460868436535,"Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","uncultured_bacterium",NA,"0.3",NA
"OTU.999",2,"less",2,0.25,0.567607915137705,0.716607847705281,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,NA,"0.3",NA
"OTU.2780",2,"less",2,0.25,-0.077903148906396,0.352664890459788,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","uncultured_bacterium",NA,"0.3",NA
"OTU.2783",2,"less",2,0.25,-0.596222880311484,0.154926808477393,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","uncultured_bacterium",NA,"0.3",NA
"OTU.773",2,"less",2,0.25,0.585890694540763,0.661992414678111,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,"0.3",NA
"OTU.779",2,"less",2,0.25,0.18068605722743,0.466980466834715,"Bacteria","Chloroflexi","KD4-96","uncultured_Chloroflexi_bacterium",NA,NA,NA,NA,"0.3",NA
"OTU.1906",2,"less",2,0.25,0.282416365230111,0.514974717312235,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Segetibacter","uncultured_bacterium",NA,"0.3",NA
"OTU.4234",2,"less",2,0.25,0.711403546341424,0.701160490127122,"Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","uncultured_Rubrobacter_sp.",NA,"0.3",NA
"OTU.1310",2,"less",2,0.25,-0.70305783097621,0.137385260869725,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Craurococcus","uncultured_bacterium",NA,"0.3",NA
"OTU.134",2,"less",2,0.25,0.334517820620393,0.590158435357844,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Paucimonas","uncultured_bacterium",NA,"0.3",NA
"OTU.77",2,"less",2,0.25,-0.389373158057204,0.137407067529934,"Bacteria","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_bacterium",NA,NA,"0.3",NA
"OTU.182",2,"less",2,0.25,0.751540271607161,0.829285320479754,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter","uncultured_bacterium",NA,"0.3",NA
"OTU.183",2,"less",2,0.25,-0.440326034828083,0.204880313599807,"Bacteria","Armatimonadetes","uncultured_bacterium",NA,NA,NA,NA,NA,"0.3",NA
"OTU.181",2,"less",2,0.25,-0.912334384891971,0.0440579093283861,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Craurococcus",NA,NA,"0.3",NA
"OTU.187",2,"less",2,0.25,-1.077655757452,0.0562947584595455,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Segetibacter","uncultured_bacterium",NA,"0.3",NA
"OTU.185",2,"less",2,0.25,-1.11593180425327,0.0206287551461016,"Bacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola","uncultured_bacterium",NA,NA,"0.3",NA
"OTU.618",2,"less",2,0.25,0.207712004114469,0.477281745993872,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","uncultured","uncultured_bacterium",NA,"0.3",NA
"OTU.348",2,"less",2,0.25,-0.652548879191027,0.0651750643762295,"Bacteria","Actinobacteria","Frankiales","uncultured","uncultured_bacterium",NA,NA,NA,"0.3",NA
"OTU.349",2,"less",2,0.25,-0.328457269551208,0.24054288948771,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,"0.3",NA
"OTU.345",2,"less",2,0.25,-0.850152645717368,0.0648995568497004,"Bacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","uncultured_bacterium",NA,NA,"0.3",NA
"OTU.616",2,"less",2,0.25,0.0521885020233975,0.413637420364033,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystineae","Haliangiaceae","Haliangium","uncultured_bacterium","0.3",NA
"OTU.342",2,"less",2,0.25,2.129042631821,0.998267577609991,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA,NA,"0.3",NA
"OTU.164",2,"less",2,0.25,-0.186567308485638,0.299616082117553,"Bacteria","Acidobacteria","Candidatus_Chloracidobacterium","uncultured_bacterium",NA,NA,NA,NA,"0.3",NA
"OTU.165",2,"less",2,0.25,1.30531769476357,0.94377867482947,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Tepidibacter",NA,NA,"0.3",NA
"OTU.160",2,"less",2,0.25,-1.35131392665826,0.0245520665627791,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","DA111","uncultured_bacterium",NA,NA,"0.3",NA
"OTU.162",2,"less",2,0.25,-0.280324441586305,0.248236205514999,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured_bacterium",NA,"0.3",NA
"OTU.163",2,"less",2,0.25,-1.00993427500667,0.0409533037088601,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bosea",NA,NA,"0.3",NA
"OTU.168",2,"less",2,0.25,0.520050524594367,0.649811510956515,"Bacteria","Cyanobacteria","SubsectionIII","FamilyI",NA,NA,NA,NA,"0.3",NA
"OTU.2372",2,"less",2,0.25,0.731413806130603,0.709675080655138,"Bacteria","Actinobacteria",NA,NA,NA,NA,NA,NA,"0.3",NA
"OTU.987",2,"less",2,0.25,-0.620247219152018,0.0584766095871104,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae",NA,NA,NA,"0.3",NA
"OTU.988",2,"less",2,0.25,-1.53704962236818,0.00797807553816061,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","480-2","uncultured_actinobacterium",NA,NA,"0.3",NA
"OTU.500",2,"less",2,0.25,0.583635812461788,0.648116472108621,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Siphonobacter","uncultured_bacterium",NA,"0.3",NA
"OTU.2201",2,"less",2,0.25,0.13436914367337,0.445899747699952,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured_alpha_proteobacterium",NA,"0.3",NA
"OTU.760",2,"less",2,0.25,1.40674409657251,0.934305184041939,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Afipia",NA,NA,"0.3",NA
"OTU.769",2,"less",2,0.25,0.403921840785032,0.570223182497363,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA,NA,"0.3",NA
"OTU.1080",2,"less",2,0.25,-0.953687736485118,0.0378400173307488,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga","Chelatococcus",NA,"0.3",NA
"OTU.3814",2,"less",2,0.25,-0.678125058099885,0.0106983625611997,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bosea","uncultured_alpha_proteobacterium",NA,"0.3",NA
"OTU.762",2,"less",2,0.25,0.551765917782461,0.647078838091742,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","0319-6M6",NA,NA,NA,"0.3",NA
"OTU.1320",2,"less",2,0.25,-0.162122892514313,0.316635659086362,"Bacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae",NA,NA,NA,NA,"0.3",NA
"OTU.232",2,"less",2,0.25,1.2397205929115,0.866575261123218,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","uncultured_bacterium",NA,"0.3",NA
"OTU.344",2,"less",2,0.25,0.730345323570621,0.712760194291071,"Bacteria","Actinobacteria",NA,NA,NA,NA,NA,NA,"0.3",NA
"OTU.4112",2,"less",2,0.25,-0.366561982364733,0.0924002365810806,"Bacteria","Acidobacteria","RB41","uncultured_bacterium",NA,NA,NA,NA,"0.3",NA
"OTU.4113",2,"less",2,0.25,-1.46850530141697,5.5822480863085e-06,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA,NA,"0.3",NA
"OTU.343",2,"less",2,0.25,-0.329309833305414,0.17925213707617,"Bacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola",NA,NA,NA,"0.3",NA
"OTU.2984",2,"less",2,0.25,1.43254514197851,0.937236412615599,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Segetibacter","uncultured_bacterium",NA,"0.3",NA
"OTU.378",2,"less",2,0.25,0.409705908790736,0.575472834669092,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","480-2","uncultured_bacterium",NA,NA,"0.3",NA
"OTU.3364",2,"less",2,0.25,-0.977720314387043,0.0394970157221257,"Bacteria","Acidobacteria","RB41","uncultured_bacterium",NA,NA,NA,NA,"0.3",NA
"OTU.370",2,"less",2,0.25,-0.829168398169772,0.106415885107573,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae","Afifella",NA,NA,"0.3",NA
"OTU.377",2,"less",2,0.25,1.16676931505033,0.860522766464828,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured_bacterium",NA,"0.3",NA
"OTU.152",2,"less",2,0.25,-1.43274079654321,0.0157880063643518,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","TM214","uncultured_bacterium",NA,NA,"0.3",NA
"OTU.156",2,"less",2,0.25,-0.782951472569651,0.0745483016051713,"Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","uncultured_bacterium",NA,NA,NA,"0.3",NA
"OTU.159",2,"less",2,0.25,0.381501257002807,0.561136442996509,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","uncultured",NA,NA,"0.3",NA
"OTU.405",2,"less",2,0.25,-0.364971339612512,0.22561161838962,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas",NA,NA,"0.3",NA
"OTU.403",2,"less",2,0.25,-0.532343085667943,0.141838674003336,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae",NA,NA,NA,"0.3",NA
"OTU.402",2,"less",2,0.25,-1.26374967359426,0.0220861313867399,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,"0.3",NA
"OTU.976",2,"less",2,0.25,1.28777424714412,0.895886615766665,"Bacteria","Acidobacteria","Candidatus_Chloracidobacterium","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,"0.3",NA
"OTU.577",2,"less",2,0.25,0.997803277086513,0.804227178763715,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","uncultured","uncultured_bacterium",NA,"0.3",NA
"OTU.575",2,"less",2,0.25,1.97661806461043,0.991007768823577,"Bacteria","Firmicutes","Clostridia","Clostridiales","Gracilibacteraceae","Lutispora","uncultured_bacterium",NA,"0.3",NA
"OTU.579",2,"less",2,0.25,1.53363523762838,0.929830639031326,"Bacteria","Firmicutes","Clostridia","Clostridiales","Gracilibacteraceae","Lutispora",NA,NA,"0.3",NA
"OTU.888",2,"less",2,0.25,-0.205962247204999,0.297151182986662,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","uncultured_bacterium",NA,"0.3",NA
"OTU.880",2,"less",2,0.25,0.865301636429558,0.763518348579884,"Bacteria","Armatimonadetes","uncultured_bacterium",NA,NA,NA,NA,NA,"0.3",NA
"OTU.796",2,"less",2,0.25,-0.0145107384782025,0.377752791670554,"Bacteria","Acidobacteria","Candidatus_Chloracidobacterium","uncultured_bacterium",NA,NA,NA,NA,"0.3",NA
"OTU.287",2,"less",2,0.25,-0.61253995582091,0.154021092915836,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","7B-8",NA,NA,NA,"0.3",NA
"OTU.3975",2,"less",2,0.25,-0.294494981314459,0.250275744340217,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Ferruginibacter","uncultured_bacterium",NA,"0.3",NA
"OTU.460",2,"less",2,0.25,-0.0347030852097443,0.365034675416312,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacterineae","Myxococcaceae","Myxococcus","Myxococcus_fulvus","0.3",NA
"OTU.1954",2,"less",2,0.25,0.397279124396983,0.568507450011007,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","480-2","uncultured_bacterium",NA,NA,"0.3",NA
"OTU.717",2,"less",2,0.25,0.786209451220022,0.729931060429013,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Craurococcus","uncultured_bacterium",NA,"0.3",NA
