"OTU","Day","test","day","l2fc.threshold","log2FoldChange","p","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Rank7","Rank8","sparsity.threshold","p.adj"
"OTU.1716",2,"greater",2,0.25,-2.09877919749091,0.996345573204731,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","JG34-KF-361","uncultured_bacterium",NA,NA,"0.3",1
"OTU.1968",2,"greater",2,0.25,-1.22416217016301,0.958789643060485,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA,NA,"0.3",1
"OTU.4339",2,"greater",2,0.25,-2.26113918890523,0.998975992893105,"Bacteria","Armatimonadetes","uncultured_soil_bacterium",NA,NA,NA,NA,NA,"0.3",1
"OTU.88",2,"greater",2,0.25,2.17432716306156,0.00689735800613717,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XVIII_Incertae_Sedis","Symbiobacterium",NA,NA,"0.3",0.160817131144891
"OTU.80",2,"greater",2,0.25,-1.15497975447667,0.999992051296667,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,NA,"0.3",1
"OTU.81",2,"greater",2,0.25,-0.917512809709058,0.943947484990195,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae",NA,NA,NA,"0.3",1
"OTU.86",2,"greater",2,0.25,-1.1238801405593,0.973439749588769,"Bacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","uncultured",NA,NA,NA,"0.3",1
"OTU.87",2,"greater",2,0.25,-2.12957334644156,0.996644594270386,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA,NA,"0.3",1
"OTU.85",2,"greater",2,0.25,-0.387237348035388,0.9159741148682,"Bacteria","Actinobacteria","Frankiales","uncultured","uncultured_actinobacterium",NA,NA,NA,"0.3",1
"OTU.4062",2,"greater",2,0.25,1.08746687676181,0.156841546896801,"Bacteria","Acidobacteria","Candidatus_Chloracidobacterium","uncultured_bacterium",NA,NA,NA,NA,"0.3",0.925122279644451
"OTU.3334",2,"greater",2,0.25,-0.585930550098497,0.89224090481914,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA,NA,"0.3",1
"OTU.1798",2,"greater",2,0.25,-0.401875094287524,0.845993002610877,"Bacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter","uncultured_bacterium",NA,NA,"0.3",1
"OTU.1551",2,"greater",2,0.25,-1.003562061871,0.978547387769707,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium",NA,NA,"0.3",1
"OTU.3209",2,"greater",2,0.25,-1.23361852808926,0.967700813698994,"Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","uncultured_bacterium",NA,"0.3",1
"OTU.3539",2,"greater",2,0.25,0.0615855333336484,0.592009744366105,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales",NA,NA,NA,NA,"0.3",1
"OTU.838",2,"greater",2,0.25,0.727835291284814,0.29171854116831,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,"0.3",1
"OTU.529",2,"greater",2,0.25,-1.63164045151682,0.99786746856752,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter",NA,NA,"0.3",1
"OTU.298",2,"greater",2,0.25,-0.13311789442781,0.672177239202825,"Bacteria","Acidobacteria","Order_Incertae_Sedis","Family_Incertae_Sedis","Bryobacter","uncultured_bacterium",NA,NA,"0.3",1
"OTU.295",2,"greater",2,0.25,-0.188687293599856,0.717232408394298,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Craurococcus","uncultured_bacterium",NA,"0.3",1
"OTU.290",2,"greater",2,0.25,1.91073197317952,0.026918542951959,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","uncultured","uncultured_bacterium",NA,"0.3",0.386317467770006
"OTU.630",2,"greater",2,0.25,1.19178583395397,0.139766627089677,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Adhaeribacter","uncultured_Hymenobacter_group_bacterium",NA,"0.3",0.871454173833793
"OTU.632",2,"greater",2,0.25,0.0383311015492275,0.596062323823795,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae",NA,NA,NA,"0.3",1
"OTU.643",2,"greater",2,0.25,0.820266674218379,0.19556177374515,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA,NA,"0.3",1
"OTU.645",2,"greater",2,0.25,0.241534481325503,0.503941617078419,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales",NA,NA,NA,NA,"0.3",1
"OTU.744",2,"greater",2,0.25,0.629351202385052,0.317974141375099,"Bacteria","Verrucomicrobia","OPB35_soil_group","uncultured_bacterium",NA,NA,NA,NA,"0.3",1
"OTU.746",2,"greater",2,0.25,-0.734211086587413,0.890116317165446,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","0319-6M6","uncultured_bacterium",NA,NA,"0.3",1
"OTU.395",2,"greater",2,0.25,-0.340775265505352,0.753884767221156,"Bacteria","Chloroflexi","JG30-KF-CM66","uncultured_bacterium",NA,NA,NA,NA,"0.3",1
"OTU.3153",2,"greater",2,0.25,-0.917515258239648,0.913767425254377,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","uncultured","uncultured_bacterium",NA,"0.3",1
"OTU.2794",2,"greater",2,0.25,2.10037876128134,0.0128756295481759,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter",NA,NA,"0.3",0.238765623354517
"OTU.2170",2,"greater",2,0.25,0.656720807259534,0.305267985588637,"Bacteria","Acidobacteria","Candidatus_Chloracidobacterium","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,"0.3",1
"OTU.2175",2,"greater",2,0.25,1.05592275344001,0.0246388801297093,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","uncultured_bacterium",NA,"0.3",0.368542122503539
"OTU.2771",2,"greater",2,0.25,1.48048279090432,0.0223818219605577,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,NA,"0.3",0.344485433653801
"OTU.9",2,"greater",2,0.25,-0.68171969250368,0.960145505004884,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum","Azospirillum_brasilense",NA,"0.3",1
"OTU.8",2,"greater",2,0.25,-0.582457731095968,0.996650888087428,"Bacteria",NA,NA,NA,NA,NA,NA,NA,"0.3",1
"OTU.1",2,"greater",2,0.25,-0.0681023387165732,0.818296874328523,"Bacteria","Cyanobacteria","SubsectionIII","FamilyI","Microcoleus",NA,NA,NA,"0.3",1
"OTU.3",2,"greater",2,0.25,0.876436789968509,0.0211814533996351,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA,NA,"0.3",0.335741843438992
"OTU.4",2,"greater",2,0.25,-0.654506978502437,0.99266764349738,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","JG34-KF-161",NA,NA,NA,"0.3",1
"OTU.7",2,"greater",2,0.25,-1.17652358531822,0.999709004906791,"Bacteria","Cyanobacteria","SubsectionIII","FamilyI",NA,NA,NA,NA,"0.3",1
"OTU.6",2,"greater",2,0.25,-0.079198542473506,0.651903807546219,"Bacteria","Cyanobacteria","SubsectionIII","FamilyI",NA,NA,NA,NA,"0.3",1
"OTU.2946",2,"greater",2,0.25,0.115063694795484,0.562540028241167,"Unassigned",NA,NA,NA,NA,NA,NA,NA,"0.3",1
"OTU.4322",2,"greater",2,0.25,-1.15753464305729,0.999909688602311,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,NA,"0.3",1
"OTU.807",2,"greater",2,0.25,-1.13792210281134,0.94648559286052,"Bacteria","Chloroflexi","AKIW781","uncultured_bacterium",NA,NA,NA,NA,"0.3",1
"OTU.4220",2,"greater",2,0.25,-0.348647134451744,0.958704817723626,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",NA,NA,"0.3",1
"OTU.91",2,"greater",2,0.25,0.785941771651223,0.148076482090237,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","uncultured_bacterium",NA,"0.3",0.89861270845618
"OTU.90",2,"greater",2,0.25,-0.748847368226245,0.915460654024011,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA,NA,"0.3",1
"OTU.95",2,"greater",2,0.25,0.40581231711332,0.380266081689092,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA,NA,"0.3",1
"OTU.97",2,"greater",2,0.25,0.69392969923011,0.215293943265979,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales",NA,NA,NA,NA,"0.3",1
"OTU.96",2,"greater",2,0.25,-1.92019246898497,0.999991120937677,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","uncultured_bacterium",NA,"0.3",1
"OTU.1411",2,"greater",2,0.25,-0.814376374848967,0.963336349985432,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium","uncultured_bacterium",NA,"0.3",1
"OTU.4136",2,"greater",2,0.25,-0.0102043884922933,0.719470265570236,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","uncultured_bacterium",NA,"0.3",1
"OTU.103",2,"greater",2,0.25,-0.916726964728763,0.996348613020284,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium","uncultured_bacterium",NA,"0.3",1
"OTU.823",2,"greater",2,0.25,0.514644597723024,0.375726197561821,"Bacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Quadrisphaera",NA,NA,NA,"0.3",1
"OTU.3232",2,"greater",2,0.25,-0.767120439442055,0.886392016325243,"Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45",NA,NA,NA,NA,"0.3",1
"OTU.3118",2,"greater",2,0.25,-0.34846083227316,0.788300295682656,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Craurococcus","uncultured_bacterium",NA,"0.3",1
"OTU.2015",2,"greater",2,0.25,-0.834743199738232,0.906244354917419,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum","Azospirillum_brasilense",NA,"0.3",1
"OTU.511",2,"greater",2,0.25,0.519636185798765,0.373767591637477,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA,NA,"0.3",1
"OTU.513",2,"greater",2,0.25,-2.01945509715086,0.998344288550176,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","CL500-29_marine_group","uncultured_bacterium",NA,"0.3",1
"OTU.516",2,"greater",2,0.25,-0.140698665841544,0.672360750023852,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","TM214","uncultured_bacterium",NA,NA,"0.3",1
"OTU.198",2,"greater",2,0.25,0.379108173923241,0.437286118547609,"Bacteria","Cyanobacteria","SubsectionIII","FamilyI",NA,NA,NA,NA,"0.3",1
"OTU.195",2,"greater",2,0.25,-0.283848487706168,0.781862909220836,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","uncultured",NA,NA,"0.3",1
"OTU.194",2,"greater",2,0.25,-0.532162395270896,0.819345854026671,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured","uncultured_bacterium",NA,"0.3",1
"OTU.197",2,"greater",2,0.25,-1.40697288723257,0.984646676893408,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Candidatus_Alysiosphaera","uncultured_bacterium",NA,NA,"0.3",1
"OTU.196",2,"greater",2,0.25,-0.616460350208753,0.948695882452681,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA,NA,"0.3",1
"OTU.190",2,"greater",2,0.25,-0.893776565753463,0.900191158632813,"Bacteria","Armatimonadetes","uncultured_bacterium",NA,NA,NA,NA,NA,"0.3",1
"OTU.193",2,"greater",2,0.25,0.728537274965076,0.221399999699233,"Bacteria","Acidobacteria","Holophagae","iii1-8","uncultured_Acidobacteria_bacterium",NA,NA,NA,"0.3",1
"OTU.359",2,"greater",2,0.25,0.590041734643403,0.345639284887015,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","uncultured_bacterium",NA,"0.3",1
"OTU.358",2,"greater",2,0.25,0.600682339314183,0.320861749432935,"Bacteria","Chloroflexi","AKIW781","uncultured_bacterium",NA,NA,NA,NA,"0.3",1
"OTU.356",2,"greater",2,0.25,-1.87310597880047,0.996751846489833,"Bacteria","Chloroflexi","TK10","uncultured_bacterium",NA,NA,NA,NA,"0.3",1
"OTU.354",2,"greater",2,0.25,-0.564361761422085,0.857577226667195,"Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45","uncultured_bacterium",NA,NA,NA,"0.3",1
"OTU.177",2,"greater",2,0.25,-0.423899741744619,0.871573082686796,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseococcus",NA,NA,"0.3",1
"OTU.176",2,"greater",2,0.25,1.22441913768783,0.0313553769932166,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA,NA,"0.3",0.421049023627772
"OTU.174",2,"greater",2,0.25,-0.720434815392924,0.891310727807514,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA,NA,"0.3",1
"OTU.172",2,"greater",2,0.25,-0.780628404466215,0.968352527690942,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum","uncultured_bacterium",NA,"0.3",1
"OTU.171",2,"greater",2,0.25,0.235530718525648,0.50850839097857,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","TM214","uncultured_bacterium",NA,NA,"0.3",1
"OTU.170",2,"greater",2,0.25,-0.937540009810805,0.953327388000406,"Bacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium",NA,NA,NA,"0.3",1
"OTU.179",2,"greater",2,0.25,-1.81366837257778,0.995346605414645,"Bacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae",NA,NA,NA,NA,"0.3",1
"OTU.178",2,"greater",2,0.25,-2.46961739440427,0.999999999919865,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sorangiineae","Polyangiaceae","Byssovorax","uncultured_bacterium","0.3",1
"OTU.3168",2,"greater",2,0.25,-1.24590239706781,0.973453913156346,"Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","uncultured_bacterium",NA,"0.3",1
"OTU.999",2,"greater",2,0.25,0.567607915137705,0.283392152294719,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,NA,"0.3",1
"OTU.2780",2,"greater",2,0.25,-0.077903148906396,0.647335109540212,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","uncultured_bacterium",NA,"0.3",1
"OTU.2783",2,"greater",2,0.25,-0.596222880311484,0.845073191522607,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","uncultured_bacterium",NA,"0.3",1
"OTU.773",2,"greater",2,0.25,0.585890694540763,0.338007585321889,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,"0.3",1
"OTU.779",2,"greater",2,0.25,0.18068605722743,0.533019533165285,"Bacteria","Chloroflexi","KD4-96","uncultured_Chloroflexi_bacterium",NA,NA,NA,NA,"0.3",1
"OTU.1906",2,"greater",2,0.25,0.282416365230111,0.485025282687765,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Segetibacter","uncultured_bacterium",NA,"0.3",1
"OTU.4234",2,"greater",2,0.25,0.711403546341424,0.298839509872878,"Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","uncultured_Rubrobacter_sp.",NA,"0.3",1
"OTU.1310",2,"greater",2,0.25,-0.70305783097621,0.862614739130275,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Craurococcus","uncultured_bacterium",NA,"0.3",1
"OTU.134",2,"greater",2,0.25,0.334517820620393,0.409841564642156,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Paucimonas","uncultured_bacterium",NA,"0.3",1
"OTU.77",2,"greater",2,0.25,-0.389373158057204,0.862592932470066,"Bacteria","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_bacterium",NA,NA,"0.3",1
"OTU.182",2,"greater",2,0.25,0.751540271607161,0.170714679520246,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter","uncultured_bacterium",NA,"0.3",0.97218105629778
"OTU.183",2,"greater",2,0.25,-0.440326034828083,0.795119686400193,"Bacteria","Armatimonadetes","uncultured_bacterium",NA,NA,NA,NA,NA,"0.3",1
"OTU.181",2,"greater",2,0.25,-0.912334384891971,0.955942090671614,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Craurococcus",NA,NA,"0.3",1
"OTU.187",2,"greater",2,0.25,-1.077655757452,0.943705241540454,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Segetibacter","uncultured_bacterium",NA,"0.3",1
"OTU.185",2,"greater",2,0.25,-1.11593180425327,0.979371244853898,"Bacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola","uncultured_bacterium",NA,NA,"0.3",1
"OTU.618",2,"greater",2,0.25,0.207712004114469,0.522718254006128,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","uncultured","uncultured_bacterium",NA,"0.3",1
"OTU.348",2,"greater",2,0.25,-0.652548879191027,0.934824935623771,"Bacteria","Actinobacteria","Frankiales","uncultured","uncultured_bacterium",NA,NA,NA,"0.3",1
"OTU.349",2,"greater",2,0.25,-0.328457269551208,0.75945711051229,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,"0.3",1
"OTU.345",2,"greater",2,0.25,-0.850152645717368,0.9351004431503,"Bacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","uncultured_bacterium",NA,NA,"0.3",1
"OTU.616",2,"greater",2,0.25,0.0521885020233975,0.586362579635967,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystineae","Haliangiaceae","Haliangium","uncultured_bacterium","0.3",1
"OTU.342",2,"greater",2,0.25,2.129042631821,0.00173242239000897,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA,NA,"0.3",0.0681419473403527
"OTU.164",2,"greater",2,0.25,-0.186567308485638,0.700383917882447,"Bacteria","Acidobacteria","Candidatus_Chloracidobacterium","uncultured_bacterium",NA,NA,NA,NA,"0.3",1
"OTU.165",2,"greater",2,0.25,1.30531769476357,0.05622132517053,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Tepidibacter",NA,NA,"0.3",0.608462588863382
"OTU.160",2,"greater",2,0.25,-1.35131392665826,0.975447933437221,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","DA111","uncultured_bacterium",NA,NA,"0.3",1
"OTU.162",2,"greater",2,0.25,-0.280324441586305,0.751763794485001,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured_bacterium",NA,"0.3",1
"OTU.163",2,"greater",2,0.25,-1.00993427500667,0.95904669629114,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bosea",NA,NA,"0.3",1
"OTU.168",2,"greater",2,0.25,0.520050524594367,0.350188489043485,"Bacteria","Cyanobacteria","SubsectionIII","FamilyI",NA,NA,NA,NA,"0.3",1
"OTU.2372",2,"greater",2,0.25,0.731413806130603,0.290324919344862,"Bacteria","Actinobacteria",NA,NA,NA,NA,NA,NA,"0.3",1
"OTU.987",2,"greater",2,0.25,-0.620247219152018,0.94152339041289,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae",NA,NA,NA,"0.3",1
"OTU.988",2,"greater",2,0.25,-1.53704962236818,0.992021924461839,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","480-2","uncultured_actinobacterium",NA,NA,"0.3",1
"OTU.500",2,"greater",2,0.25,0.583635812461788,0.351883527891379,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Siphonobacter","uncultured_bacterium",NA,"0.3",1
"OTU.2201",2,"greater",2,0.25,0.13436914367337,0.554100252300048,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured_alpha_proteobacterium",NA,"0.3",1
"OTU.760",2,"greater",2,0.25,1.40674409657251,0.0656948159580614,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Afipia",NA,NA,"0.3",0.634354117543782
"OTU.769",2,"greater",2,0.25,0.403921840785032,0.429776817502637,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA,NA,"0.3",1
"OTU.1080",2,"greater",2,0.25,-0.953687736485118,0.962159982669251,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga","Chelatococcus",NA,"0.3",1
"OTU.3814",2,"greater",2,0.25,-0.678125058099885,0.9893016374388,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bosea","uncultured_alpha_proteobacterium",NA,"0.3",1
"OTU.762",2,"greater",2,0.25,0.551765917782461,0.352921161908258,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","0319-6M6",NA,NA,NA,"0.3",1
"OTU.1320",2,"greater",2,0.25,-0.162122892514313,0.683364340913638,"Bacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae",NA,NA,NA,NA,"0.3",1
"OTU.232",2,"greater",2,0.25,1.2397205929115,0.133424738876782,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","uncultured_bacterium",NA,"0.3",0.871454173833793
"OTU.344",2,"greater",2,0.25,0.730345323570621,0.287239805708929,"Bacteria","Actinobacteria",NA,NA,NA,NA,NA,NA,"0.3",1
"OTU.4112",2,"greater",2,0.25,-0.366561982364733,0.907599763418919,"Bacteria","Acidobacteria","RB41","uncultured_bacterium",NA,NA,NA,NA,"0.3",1
"OTU.4113",2,"greater",2,0.25,-1.46850530141697,0.999994417751914,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA,NA,"0.3",1
"OTU.343",2,"greater",2,0.25,-0.329309833305414,0.820747862923831,"Bacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola",NA,NA,NA,"0.3",1
"OTU.2984",2,"greater",2,0.25,1.43254514197851,0.0627635873844006,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Segetibacter","uncultured_bacterium",NA,"0.3",0.634354117543782
"OTU.378",2,"greater",2,0.25,0.409705908790736,0.424527165330908,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","480-2","uncultured_bacterium",NA,NA,"0.3",1
"OTU.3364",2,"greater",2,0.25,-0.977720314387043,0.960502984277874,"Bacteria","Acidobacteria","RB41","uncultured_bacterium",NA,NA,NA,NA,"0.3",1
"OTU.370",2,"greater",2,0.25,-0.829168398169772,0.893584114892427,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae","Afifella",NA,NA,"0.3",1
"OTU.377",2,"greater",2,0.25,1.16676931505033,0.139477233535172,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured_bacterium",NA,"0.3",0.871454173833793
"OTU.152",2,"greater",2,0.25,-1.43274079654321,0.984211993635648,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","TM214","uncultured_bacterium",NA,NA,"0.3",1
"OTU.156",2,"greater",2,0.25,-0.782951472569651,0.925451698394829,"Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","uncultured_bacterium",NA,NA,NA,"0.3",1
"OTU.159",2,"greater",2,0.25,0.381501257002807,0.438863557003491,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","uncultured",NA,NA,"0.3",1
"OTU.405",2,"greater",2,0.25,-0.364971339612512,0.77438838161038,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas",NA,NA,"0.3",1
"OTU.403",2,"greater",2,0.25,-0.532343085667943,0.858161325996664,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae",NA,NA,NA,"0.3",1
"OTU.402",2,"greater",2,0.25,-1.26374967359426,0.97791386861326,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,"0.3",1
"OTU.976",2,"greater",2,0.25,1.28777424714412,0.104113384233335,"Bacteria","Acidobacteria","Candidatus_Chloracidobacterium","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,"0.3",0.772925617249594
"OTU.577",2,"greater",2,0.25,0.997803277086513,0.195772821236285,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","uncultured","uncultured_bacterium",NA,"0.3",1
"OTU.575",2,"greater",2,0.25,1.97661806461043,0.00899223117642261,"Bacteria","Firmicutes","Clostridia","Clostridiales","Gracilibacteraceae","Lutispora","uncultured_bacterium",NA,"0.3",0.183649029026169
"OTU.579",2,"greater",2,0.25,1.53363523762838,0.0701693609686741,"Bacteria","Firmicutes","Clostridia","Clostridiales","Gracilibacteraceae","Lutispora",NA,NA,"0.3",0.6479987943368
"OTU.888",2,"greater",2,0.25,-0.205962247204999,0.702848817013338,"Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","uncultured_bacterium",NA,"0.3",1
"OTU.880",2,"greater",2,0.25,0.865301636429558,0.236481651420116,"Bacteria","Armatimonadetes","uncultured_bacterium",NA,NA,NA,NA,NA,"0.3",1
"OTU.796",2,"greater",2,0.25,-0.0145107384782025,0.622247208329446,"Bacteria","Acidobacteria","Candidatus_Chloracidobacterium","uncultured_bacterium",NA,NA,NA,NA,"0.3",1
"OTU.287",2,"greater",2,0.25,-0.61253995582091,0.845978907084164,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","7B-8",NA,NA,NA,"0.3",1
